fact_pk,sprint_pk,team_pk,committed_story_points_completed,committed_story_points,story_points_completed,story_points_committed_at_start,avg_velocity_3_sprints,avg_velocity_4_sprints,story_points_added_during_sprint,story_points_removed_during_sprint,story_points_modified_scope,stories_with_modified_estimate,stories_completed,stories_estimated,total_stories
2387,39,37,6,12,16,12,10.00,9.50,0,0,0,0,1,1,1
2388,40,37,12,13,16,13,11.00,10.50,1,0,0,0,1,1,1
2389,41,37,16,14,19,14,12.00,11.50,2,0,0,0,1,1,1
2390,42,37,12,12,15,12,10.00,9.50,3,0,0,0,1,1,1
2391,43,37,13,13,17,13,11.00,10.50,2,0,0,0,1,1,1
2392,44,37,13,14,16,14,12.00,11.50,2,0,0,0,1,1,1
2393,45,37,6,12,13,12,10.00,9.50,0,0,0,0,1,1,1
2394,46,37,8,13,17,13,11.00,10.50,0,0,0,0,1,1,1
2395,47,37,15,14,16,14,12.00,11.50,3,0,0,0,1,1,1
2396,48,37,13,12,14,12,10.00,9.50,4,0,0,0,1,1,1
2397,49,37,7,13,13,13,11.00,10.50,3,0,0,0,1,1,1
2398,50,37,16,14,17,14,12.00,11.50,2,0,0,0,1,1,1
2399,51,37,14,12,14,12,10.00,9.50,3,0,0,0,1,1,1
2400,52,37,7,13,17,13,11.00,10.50,3,0,0,0,1,1,1
2401,4,38,12,13,14,13,11.00,10.50,3,0,0,0,1,1,1
2402,5,38,14,14,19,14,12.00,11.50,4,0,0,0,1,1,1
2403,6,38,8,12,16,12,10.00,9.50,3,0,0,0,1,1,1
2404,7,38,12,13,16,13,11.00,10.50,3,0,0,0,1,1,1
2405,8,38,11,14,16,14,12.00,11.50,3,0,0,0,1,1,1
2406,9,38,8,12,15,12,10.00,9.50,4,0,0,0,1,1,1
2407,10,38,16,13,18,13,11.00,10.50,1,0,0,0,1,1,1
2408,11,38,9,14,15,14,12.00,11.50,2,0,0,0,1,1,1
2409,12,38,12,12,16,12,10.00,9.50,3,0,0,0,1,1,1
2410,13,38,11,13,13,13,11.00,10.50,0,0,0,0,1,1,1
2411,14,38,9,14,16,14,12.00,11.50,3,0,0,0,1,1,1
2412,15,38,13,12,16,12,10.00,9.50,0,0,0,0,1,1,1
2413,16,38,13,13,15,13,11.00,10.50,1,0,0,0,1,1,1
2414,17,38,8,14,15,14,12.00,11.50,1,0,0,0,1,1,1
2415,18,38,8,12,14,12,10.00,9.50,0,0,0,0,1,1,1
2416,19,38,9,13,14,13,11.00,10.50,4,0,0,0,1,1,1
2417,20,38,16,14,19,14,12.00,11.50,0,0,0,0,1,1,1
2418,21,38,11,12,17,12,10.00,9.50,0,0,0,0,1,1,1
2419,22,38,12,13,17,13,11.00,10.50,0,0,0,0,1,1,1
2420,23,38,11,14,19,14,12.00,11.50,2,0,0,0,1,1,1
2421,24,38,8,12,13,12,10.00,9.50,1,0,0,0,1,1,1
2422,25,38,9,13,14,13,11.00,10.50,1,0,0,0,1,1,1
2423,26,38,14,14,16,14,12.00,11.50,1,0,0,0,1,1,1
2424,28,38,7,13,16,13,11.00,10.50,2,0,0,0,1,1,1
2425,29,38,8,14,14,14,12.00,11.50,2,0,0,0,1,1,1
2426,30,38,6,12,16,12,10.00,9.50,2,0,0,0,1,1,1
2427,31,38,12,13,15,13,11.00,10.50,4,0,0,0,1,1,1
2428,32,38,10,14,14,14,12.00,11.50,1,0,0,0,1,1,1
2429,33,38,11,12,12,12,10.00,9.50,0,0,0,0,1,1,1
2430,34,38,12,13,14,13,11.00,10.50,0,0,0,0,1,1,1
2431,35,38,12,14,14,14,12.00,11.50,2,0,0,0,1,1,1
2432,36,38,7,12,14,12,10.00,9.50,4,0,0,0,1,1,1
2433,37,38,12,13,15,13,11.00,10.50,3,0,0,0,1,1,1
2434,38,38,11,14,18,14,12.00,11.50,3,0,0,0,1,1,1
2435,39,38,12,12,15,12,10.00,9.50,1,0,0,0,1,1,1
2436,40,38,8,13,18,13,11.00,10.50,2,0,0,0,1,1,1
2437,41,38,15,14,16,14,12.00,11.50,1,0,0,0,1,1,1
2438,42,38,9,12,12,12,10.00,9.50,2,0,0,0,1,1,1
2439,43,38,15,13,17,13,11.00,10.50,1,0,0,0,1,1,1
2440,44,38,14,14,15,14,12.00,11.50,2,0,0,0,1,1,1
2441,45,38,13,12,17,12,10.00,9.50,0,0,0,0,1,1,1
2442,46,38,15,13,16,13,11.00,10.50,1,0,0,0,1,1,1
2443,47,38,12,14,14,14,12.00,11.50,1,0,0,0,1,1,1
2444,48,38,14,12,13,12,10.00,9.50,2,0,0,0,1,1,1
2445,49,38,10,13,14,13,11.00,10.50,3,0,0,0,1,1,1
2446,50,38,9,14,17,14,12.00,11.50,2,0,0,0,1,1,1
2447,51,38,5,12,15,12,10.00,9.50,2,0,0,0,1,1,1
2448,52,38,14,13,18,13,11.00,10.50,1,0,0,0,1,1,1
2449,4,39,8,13,18,13,11.00,10.50,3,0,0,0,1,1,1
2450,5,39,13,14,19,14,12.00,11.50,3,0,0,0,1,1,1
2451,6,39,9,12,13,12,10.00,9.50,4,0,0,0,1,1,1
2452,7,39,13,13,15,13,11.00,10.50,2,0,0,0,1,1,1
2453,8,39,17,14,14,14,12.00,11.50,3,0,0,0,1,1,1
2454,9,39,6,12,16,12,10.00,9.50,0,0,0,0,1,1,1
2455,10,39,10,13,14,13,11.00,10.50,2,0,0,0,1,1,1
2456,11,39,10,14,17,14,12.00,11.50,4,0,0,0,1,1,1
2457,12,39,12,12,16,12,10.00,9.50,3,0,0,0,1,1,1
2458,13,39,7,13,14,13,11.00,10.50,0,0,0,0,1,1,1
2459,14,39,13,14,16,14,12.00,11.50,2,0,0,0,1,1,1
2460,15,39,13,12,17,12,10.00,9.50,3,0,0,0,1,1,1
2461,16,39,9,13,14,13,11.00,10.50,4,0,0,0,1,1,1
2462,17,39,10,14,17,14,12.00,11.50,0,0,0,0,1,1,1
2463,18,39,7,12,15,12,10.00,9.50,1,0,0,0,1,1,1
2464,19,39,14,13,14,13,11.00,10.50,3,0,0,0,1,1,1
2465,20,39,10,14,17,14,12.00,11.50,2,0,0,0,1,1,1
2466,21,39,13,12,15,12,10.00,9.50,0,0,0,0,1,1,1
2467,22,39,13,13,13,13,11.00,10.50,2,0,0,0,1,1,1
2468,23,39,13,14,18,14,12.00,11.50,2,0,0,0,1,1,1
2469,24,39,10,12,14,12,10.00,9.50,1,0,0,0,1,1,1
2470,25,39,7,13,14,13,11.00,10.50,4,0,0,0,1,1,1
2471,26,39,11,14,16,14,12.00,11.50,4,0,0,0,1,1,1
2472,28,39,12,13,13,13,11.00,10.50,1,0,0,0,1,1,1
2473,29,39,9,14,15,14,12.00,11.50,3,0,0,0,1,1,1
2474,30,39,12,12,14,12,10.00,9.50,2,0,0,0,1,1,1
2475,31,39,8,13,17,13,11.00,10.50,2,0,0,0,1,1,1
2476,32,39,9,14,18,14,12.00,11.50,0,0,0,0,1,1,1
2477,33,39,7,12,14,12,10.00,9.50,4,0,0,0,1,1,1
2478,34,39,13,13,14,13,11.00,10.50,3,0,0,0,1,1,1
2479,35,39,17,14,18,14,12.00,11.50,2,0,0,0,1,1,1
2480,36,39,7,12,12,12,10.00,9.50,1,0,0,0,1,1,1
2481,37,39,14,13,18,13,11.00,10.50,2,0,0,0,1,1,1
2482,38,39,13,14,18,14,12.00,11.50,1,0,0,0,1,1,1
2483,39,39,11,12,12,12,10.00,9.50,4,0,0,0,1,1,1
2484,40,39,12,13,15,13,11.00,10.50,1,0,0,0,1,1,1
2485,41,39,16,14,15,14,12.00,11.50,3,0,0,0,1,1,1
2486,42,39,15,12,13,12,10.00,9.50,1,0,0,0,1,1,1
2487,43,39,8,13,18,13,11.00,10.50,3,0,0,0,1,1,1
2488,44,39,12,14,16,14,12.00,11.50,2,0,0,0,1,1,1
2489,45,39,9,12,16,12,10.00,9.50,3,0,0,0,1,1,1
2490,46,39,11,13,15,13,11.00,10.50,2,0,0,0,1,1,1
2491,47,39,11,14,14,14,12.00,11.50,1,0,0,0,1,1,1
2492,48,39,6,12,17,12,10.00,9.50,1,0,0,0,1,1,1
2493,49,39,8,13,16,13,11.00,10.50,4,0,0,0,1,1,1
2494,50,39,17,14,18,14,12.00,11.50,3,0,0,0,1,1,1
2495,51,39,15,12,15,12,10.00,9.50,4,0,0,0,1,1,1
2496,52,39,12,13,17,13,11.00,10.50,1,0,0,0,1,1,1
2497,4,40,9,13,14,13,11.00,10.50,2,0,0,0,1,1,1
2498,5,40,14,14,16,14,12.00,11.50,2,0,0,0,1,1,1
2499,6,40,5,12,15,12,10.00,9.50,2,0,0,0,1,1,1
2500,7,40,13,13,17,13,11.00,10.50,1,0,0,0,1,1,1
2501,8,40,8,14,18,14,12.00,11.50,2,0,0,0,1,1,1
2502,9,40,11,12,15,12,10.00,9.50,3,0,0,0,1,1,1
2503,10,40,16,13,18,13,11.00,10.50,4,0,0,0,1,1,1
2504,11,40,10,14,18,14,12.00,11.50,2,0,0,0,1,1,1
2505,12,40,13,12,13,12,10.00,9.50,1,0,0,0,1,1,1
2506,13,40,15,13,15,13,11.00,10.50,1,0,0,0,1,1,1
2507,14,40,15,14,16,14,12.00,11.50,1,0,0,0,1,1,1
2508,15,40,9,12,16,12,10.00,9.50,3,0,0,0,1,1,1
2509,16,40,9,13,16,13,11.00,10.50,3,0,0,0,1,1,1
2510,17,40,16,14,19,14,12.00,11.50,1,0,0,0,1,1,1
2511,18,40,6,12,13,12,10.00,9.50,2,0,0,0,1,1,1
2512,19,40,10,13,14,13,11.00,10.50,2,0,0,0,1,1,1
2513,20,40,14,14,18,14,12.00,11.50,3,0,0,0,1,1,1
2514,21,40,10,12,15,12,10.00,9.50,1,0,0,0,1,1,1
2515,22,40,7,13,17,13,11.00,10.50,3,0,0,0,1,1,1
2516,23,40,13,14,17,14,12.00,11.50,1,0,0,0,1,1,1
2517,24,40,6,12,17,12,10.00,9.50,1,0,0,0,1,1,1
2518,25,40,9,13,16,13,11.00,10.50,4,0,0,0,1,1,1
2519,26,40,9,14,15,14,12.00,11.50,1,0,0,0,1,1,1
2520,28,40,10,13,14,13,11.00,10.50,3,0,0,0,1,1,1
2521,29,40,14,14,14,14,12.00,11.50,4,0,0,0,1,1,1
2522,30,40,9,12,15,12,10.00,9.50,1,0,0,0,1,1,1
2523,31,40,12,13,17,13,11.00,10.50,3,0,0,0,1,1,1
2524,32,40,9,14,15,14,12.00,11.50,3,0,0,0,1,1,1
2525,33,40,5,12,13,12,10.00,9.50,3,0,0,0,1,1,1
2526,34,40,15,13,18,13,11.00,10.50,1,0,0,0,1,1,1
2527,35,40,8,14,19,14,12.00,11.50,2,0,0,0,1,1,1
2528,36,40,8,12,17,12,10.00,9.50,2,0,0,0,1,1,1
2529,37,40,12,13,16,13,11.00,10.50,2,0,0,0,1,1,1
2530,38,40,13,14,16,14,12.00,11.50,3,0,0,0,1,1,1
2531,39,40,6,12,14,12,10.00,9.50,2,0,0,0,1,1,1
2532,40,40,7,13,13,13,11.00,10.50,1,0,0,0,1,1,1
2533,41,40,17,14,17,14,12.00,11.50,2,0,0,0,1,1,1
2534,42,40,6,12,15,12,10.00,9.50,1,0,0,0,1,1,1
2535,43,40,9,13,14,13,11.00,10.50,3,0,0,0,1,1,1
2536,44,40,16,14,15,14,12.00,11.50,3,0,0,0,1,1,1
2537,45,40,6,12,16,12,10.00,9.50,1,0,0,0,1,1,1
2538,46,40,6,13,13,13,11.00,10.50,2,0,0,0,1,1,1
2539,47,40,16,14,15,14,12.00,11.50,3,0,0,0,1,1,1
2540,48,40,7,12,17,12,10.00,9.50,2,0,0,0,1,1,1
2541,49,40,11,13,17,13,11.00,10.50,1,0,0,0,1,1,1
2542,50,40,7,14,17,14,12.00,11.50,1,0,0,0,1,1,1
2543,51,40,8,12,13,12,10.00,9.50,4,0,0,0,1,1,1
2544,52,40,9,13,15,13,11.00,10.50,4,0,0,0,1,1,1
2545,4,41,8,13,15,13,11.00,10.50,2,0,0,0,1,1,1
2546,5,41,16,14,15,14,12.00,11.50,3,0,0,0,1,1,1
2547,6,41,8,12,14,12,10.00,9.50,1,0,0,0,1,1,1
2548,7,41,13,13,13,13,11.00,10.50,3,0,0,0,1,1,1
2549,8,41,9,14,16,14,12.00,11.50,3,0,0,0,1,1,1
2550,9,41,14,12,17,12,10.00,9.50,3,0,0,0,1,1,1
2551,10,41,11,13,16,13,11.00,10.50,2,0,0,0,1,1,1
2552,11,41,9,14,17,14,12.00,11.50,1,0,0,0,1,1,1
2553,12,41,5,12,15,12,10.00,9.50,2,0,0,0,1,1,1
2554,13,41,13,13,16,13,11.00,10.50,3,0,0,0,1,1,1
2555,14,41,10,14,18,14,12.00,11.50,4,0,0,0,1,1,1
2556,15,41,15,12,13,12,10.00,9.50,3,0,0,0,1,1,1
2557,16,41,13,13,14,13,11.00,10.50,2,0,0,0,1,1,1
2558,17,41,15,14,15,14,12.00,11.50,2,0,0,0,1,1,1
2559,18,41,14,12,15,12,10.00,9.50,2,0,0,0,1,1,1
2560,19,41,12,13,16,13,11.00,10.50,3,0,0,0,1,1,1
2561,20,41,9,14,15,14,12.00,11.50,3,0,0,0,1,1,1
2562,21,41,14,12,12,12,10.00,9.50,2,0,0,0,1,1,1
2563,22,41,11,13,17,13,11.00,10.50,2,0,0,0,1,1,1
2564,23,41,9,14,18,14,12.00,11.50,4,0,0,0,1,1,1
2565,24,41,9,12,13,12,10.00,9.50,2,0,0,0,1,1,1
2566,25,41,13,13,14,13,11.00,10.50,4,0,0,0,1,1,1
2567,26,41,13,14,18,14,12.00,11.50,4,0,0,0,1,1,1
2568,28,41,9,13,14,13,11.00,10.50,0,0,0,0,1,1,1
2569,29,41,16,14,19,14,12.00,11.50,3,0,0,0,1,1,1
2570,30,41,12,12,13,12,10.00,9.50,3,0,0,0,1,1,1
2571,31,41,14,13,15,13,11.00,10.50,1,0,0,0,1,1,1
2572,32,41,9,14,16,14,12.00,11.50,3,0,0,0,1,1,1
2573,33,41,6,12,16,12,10.00,9.50,2,0,0,0,1,1,1
2574,34,41,14,13,13,13,11.00,10.50,3,0,0,0,1,1,1
2575,35,41,10,14,18,14,12.00,11.50,1,0,0,0,1,1,1
2576,36,41,15,12,12,12,10.00,9.50,3,0,0,0,1,1,1
2577,37,41,15,13,14,13,11.00,10.50,4,0,0,0,1,1,1
2578,38,41,12,14,18,14,12.00,11.50,2,0,0,0,1,1,1
2579,39,41,6,12,14,12,10.00,9.50,2,0,0,0,1,1,1
2580,40,41,11,13,15,13,11.00,10.50,2,0,0,0,1,1,1
2581,41,41,13,14,14,14,12.00,11.50,3,0,0,0,1,1,1
2582,42,41,14,12,13,12,10.00,9.50,2,0,0,0,1,1,1
2583,43,41,8,13,15,13,11.00,10.50,2,0,0,0,1,1,1
2584,44,41,11,14,16,14,12.00,11.50,1,0,0,0,1,1,1
2585,45,41,11,12,14,12,10.00,9.50,4,0,0,0,1,1,1
2586,46,41,13,13,16,13,11.00,10.50,1,0,0,0,1,1,1
2587,47,41,8,14,15,14,12.00,11.50,2,0,0,0,1,1,1
2588,48,41,11,12,16,12,10.00,9.50,0,0,0,0,1,1,1
2589,49,41,15,13,13,13,11.00,10.50,0,0,0,0,1,1,1
2590,50,41,7,14,15,14,12.00,11.50,3,0,0,0,1,1,1
2591,51,41,14,12,13,12,10.00,9.50,4,0,0,0,1,1,1
2592,52,41,13,13,17,13,11.00,10.50,1,0,0,0,1,1,1
2593,4,42,15,13,16,13,11.00,10.50,2,0,0,0,1,1,1
2594,5,42,16,14,16,14,12.00,11.50,2,0,0,0,1,1,1
2595,6,42,6,12,14,12,10.00,9.50,1,0,0,0,1,1,1
2596,7,42,11,13,15,13,11.00,10.50,0,0,0,0,1,1,1
2597,8,42,7,14,18,14,12.00,11.50,2,0,0,0,1,1,1
2598,9,42,12,12,13,12,10.00,9.50,2,0,0,0,1,1,1
2599,10,42,11,13,15,13,11.00,10.50,2,0,0,0,1,1,1
2600,11,42,16,14,14,14,12.00,11.50,3,0,0,0,1,1,1
2601,12,42,10,12,14,12,10.00,9.50,1,0,0,0,1,1,1
2602,13,42,7,13,17,13,11.00,10.50,3,0,0,0,1,1,1
2603,14,42,17,14,17,14,12.00,11.50,2,0,0,0,1,1,1
2604,15,42,6,12,15,12,10.00,9.50,3,0,0,0,1,1,1
2605,16,42,9,13,17,13,11.00,10.50,1,0,0,0,1,1,1
2606,17,42,14,14,15,14,12.00,11.50,0,0,0,0,1,1,1
2607,18,42,14,12,13,12,10.00,9.50,3,0,0,0,1,1,1
2608,19,42,8,13,16,13,11.00,10.50,2,0,0,0,1,1,1
2609,20,42,15,14,18,14,12.00,11.50,4,0,0,0,1,1,1
2610,21,42,7,12,16,12,10.00,9.50,0,0,0,0,1,1,1
2611,22,42,8,13,17,13,11.00,10.50,4,0,0,0,1,1,1
2612,23,42,10,14,17,14,12.00,11.50,2,0,0,0,1,1,1
2613,24,42,6,12,15,12,10.00,9.50,4,0,0,0,1,1,1
2614,25,42,10,13,14,13,11.00,10.50,2,0,0,0,1,1,1
2615,26,42,9,14,16,14,12.00,11.50,2,0,0,0,1,1,1
2616,28,42,7,13,14,13,11.00,10.50,2,0,0,0,1,1,1
2617,29,42,15,14,15,14,12.00,11.50,0,0,0,0,1,1,1
2618,30,42,11,12,17,12,10.00,9.50,2,0,0,0,1,1,1
2619,31,42,14,13,17,13,11.00,10.50,1,0,0,0,1,1,1
2620,32,42,16,14,17,14,12.00,11.50,2,0,0,0,1,1,1
2621,33,42,9,12,12,12,10.00,9.50,1,0,0,0,1,1,1
2622,34,42,8,13,16,13,11.00,10.50,3,0,0,0,1,1,1
2623,35,42,17,14,17,14,12.00,11.50,3,0,0,0,1,1,1
2624,36,42,15,12,12,12,10.00,9.50,0,0,0,0,1,1,1
2625,37,42,16,13,18,13,11.00,10.50,4,0,0,0,1,1,1
2626,38,42,11,14,16,14,12.00,11.50,2,0,0,0,1,1,1
2627,39,42,14,12,16,12,10.00,9.50,2,0,0,0,1,1,1
2628,40,42,6,13,15,13,11.00,10.50,2,0,0,0,1,1,1
2629,41,42,15,14,16,14,12.00,11.50,0,0,0,0,1,1,1
2630,42,42,10,12,14,12,10.00,9.50,2,0,0,0,1,1,1
2631,43,42,6,13,13,13,11.00,10.50,0,0,0,0,1,1,1
2632,44,42,8,14,19,14,12.00,11.50,3,0,0,0,1,1,1
2633,45,42,14,12,12,12,10.00,9.50,0,0,0,0,1,1,1
2634,46,42,9,13,15,13,11.00,10.50,0,0,0,0,1,1,1
2635,47,42,12,14,18,14,12.00,11.50,1,0,0,0,1,1,1
2636,48,42,11,12,13,12,10.00,9.50,1,0,0,0,1,1,1
2637,49,42,14,13,14,13,11.00,10.50,0,0,0,0,1,1,1
2638,50,42,12,14,18,14,12.00,11.50,2,0,0,0,1,1,1
2639,51,42,11,12,14,12,10.00,9.50,3,0,0,0,1,1,1
2640,52,42,7,13,15,13,11.00,10.50,2,0,0,0,1,1,1
2641,4,43,7,13,17,13,11.00,10.50,2,0,0,0,1,1,1
2642,5,43,15,14,17,14,12.00,11.50,3,0,0,0,1,1,1
2643,6,43,12,12,15,12,10.00,9.50,3,0,0,0,1,1,1
2644,7,43,16,13,16,13,11.00,10.50,0,0,0,0,1,1,1
2645,8,43,8,14,17,14,12.00,11.50,1,0,0,0,1,1,1
2646,9,43,10,12,13,12,10.00,9.50,3,0,0,0,1,1,1
2647,10,43,12,13,15,13,11.00,10.50,3,0,0,0,1,1,1
2648,11,43,8,14,17,14,12.00,11.50,2,0,0,0,1,1,1
2649,12,43,5,12,15,12,10.00,9.50,2,0,0,0,1,1,1
2650,13,43,7,13,15,13,11.00,10.50,0,0,0,0,1,1,1
2651,14,43,9,14,18,14,12.00,11.50,1,0,0,0,1,1,1
2652,15,43,9,12,12,12,10.00,9.50,3,0,0,0,1,1,1
2653,16,43,15,13,15,13,11.00,10.50,0,0,0,0,1,1,1
2654,17,43,12,14,15,14,12.00,11.50,2,0,0,0,1,1,1
2655,18,43,13,12,13,12,10.00,9.50,1,0,0,0,1,1,1
2656,19,43,13,13,13,13,11.00,10.50,0,0,0,0,1,1,1
2657,20,43,14,14,17,14,12.00,11.50,3,0,0,0,1,1,1
2658,21,43,14,12,15,12,10.00,9.50,4,0,0,0,1,1,1
2659,22,43,14,13,17,13,11.00,10.50,4,0,0,0,1,1,1
2660,23,43,10,14,17,14,12.00,11.50,1,0,0,0,1,1,1
2661,24,43,6,12,14,12,10.00,9.50,4,0,0,0,1,1,1
2662,25,43,9,13,18,13,11.00,10.50,3,0,0,0,1,1,1
2663,26,43,17,14,17,14,12.00,11.50,1,0,0,0,1,1,1
2664,28,43,15,13,15,13,11.00,10.50,0,0,0,0,1,1,1
2665,29,43,8,14,15,14,12.00,11.50,1,0,0,0,1,1,1
2666,30,43,10,12,13,12,10.00,9.50,0,0,0,0,1,1,1
2667,31,43,14,13,15,13,11.00,10.50,1,0,0,0,1,1,1
2668,32,43,8,14,19,14,12.00,11.50,2,0,0,0,1,1,1
2669,33,43,6,12,14,12,10.00,9.50,1,0,0,0,1,1,1
2670,34,43,8,13,14,13,11.00,10.50,2,0,0,0,1,1,1
2671,35,43,14,14,15,14,12.00,11.50,1,0,0,0,1,1,1
2672,36,43,11,12,17,12,10.00,9.50,4,0,0,0,1,1,1
2673,37,43,8,13,16,13,11.00,10.50,2,0,0,0,1,1,1
2674,38,43,14,14,18,14,12.00,11.50,0,0,0,0,1,1,1
2675,39,43,7,12,12,12,10.00,9.50,4,0,0,0,1,1,1
2676,40,43,7,13,14,13,11.00,10.50,2,0,0,0,1,1,1
2677,41,43,15,14,17,14,12.00,11.50,3,0,0,0,1,1,1
2678,42,43,15,12,15,12,10.00,9.50,1,0,0,0,1,1,1
2679,43,43,13,13,14,13,11.00,10.50,3,0,0,0,1,1,1
2680,44,43,16,14,16,14,12.00,11.50,3,0,0,0,1,1,1
2681,45,43,9,12,16,12,10.00,9.50,4,0,0,0,1,1,1
2682,46,43,7,13,14,13,11.00,10.50,3,0,0,0,1,1,1
2683,47,43,12,14,17,14,12.00,11.50,1,0,0,0,1,1,1
2684,48,43,9,12,13,12,10.00,9.50,1,0,0,0,1,1,1
2685,49,43,13,13,15,13,11.00,10.50,4,0,0,0,1,1,1
2686,50,43,16,14,15,14,12.00,11.50,2,0,0,0,1,1,1
2687,51,43,13,12,14,12,10.00,9.50,3,0,0,0,1,1,1
2688,52,43,15,13,14,13,11.00,10.50,3,0,0,0,1,1,1
2689,4,44,11,13,16,13,11.00,10.50,1,0,0,0,1,1,1
2690,5,44,11,14,19,14,12.00,11.50,1,0,0,0,1,1,1
2691,6,44,14,12,17,12,10.00,9.50,0,0,0,0,1,1,1
2692,7,44,15,13,15,13,11.00,10.50,2,0,0,0,1,1,1
2693,8,44,12,14,18,14,12.00,11.50,3,0,0,0,1,1,1
2694,9,44,12,12,12,12,10.00,9.50,0,0,0,0,1,1,1
2695,10,44,13,13,15,13,11.00,10.50,4,0,0,0,1,1,1
2696,11,44,9,14,14,14,12.00,11.50,3,0,0,0,1,1,1
2697,12,44,8,12,13,12,10.00,9.50,1,0,0,0,1,1,1
2698,13,44,16,13,14,13,11.00,10.50,0,0,0,0,1,1,1
2699,14,44,12,14,17,14,12.00,11.50,2,0,0,0,1,1,1
2700,15,44,5,12,16,12,10.00,9.50,1,0,0,0,1,1,1
2701,16,44,14,13,17,13,11.00,10.50,2,0,0,0,1,1,1
2702,17,44,11,14,15,14,12.00,11.50,3,0,0,0,1,1,1
2703,18,44,10,12,17,12,10.00,9.50,4,0,0,0,1,1,1
2704,19,44,16,13,14,13,11.00,10.50,3,0,0,0,1,1,1
2705,20,44,13,14,18,14,12.00,11.50,2,0,0,0,1,1,1
2706,21,44,5,12,13,12,10.00,9.50,0,0,0,0,1,1,1
2707,22,44,11,13,17,13,11.00,10.50,2,0,0,0,1,1,1
2708,23,44,15,14,19,14,12.00,11.50,2,0,0,0,1,1,1
2709,24,44,14,12,13,12,10.00,9.50,1,0,0,0,1,1,1
2710,25,44,10,13,14,13,11.00,10.50,4,0,0,0,1,1,1
2711,26,44,9,14,19,14,12.00,11.50,4,0,0,0,1,1,1
2712,28,44,11,13,18,13,11.00,10.50,1,0,0,0,1,1,1
2713,29,44,11,14,16,14,12.00,11.50,3,0,0,0,1,1,1
2714,30,44,5,12,17,12,10.00,9.50,4,0,0,0,1,1,1
2715,31,44,10,13,16,13,11.00,10.50,4,0,0,0,1,1,1
2716,32,44,14,14,14,14,12.00,11.50,3,0,0,0,1,1,1
2717,33,44,6,12,15,12,10.00,9.50,0,0,0,0,1,1,1
2718,34,44,15,13,15,13,11.00,10.50,4,0,0,0,1,1,1
2719,35,44,9,14,15,14,12.00,11.50,3,0,0,0,1,1,1
2720,36,44,11,12,15,12,10.00,9.50,1,0,0,0,1,1,1
2721,37,44,9,13,14,13,11.00,10.50,1,0,0,0,1,1,1
2722,38,44,10,14,18,14,12.00,11.50,0,0,0,0,1,1,1
2723,39,44,6,12,16,12,10.00,9.50,1,0,0,0,1,1,1
2724,40,44,16,13,15,13,11.00,10.50,1,0,0,0,1,1,1
2725,41,44,15,14,18,14,12.00,11.50,1,0,0,0,1,1,1
2726,42,44,12,12,13,12,10.00,9.50,1,0,0,0,1,1,1
2727,43,44,10,13,16,13,11.00,10.50,3,0,0,0,1,1,1
2728,44,44,10,14,16,14,12.00,11.50,0,0,0,0,1,1,1
2729,45,44,10,12,16,12,10.00,9.50,1,0,0,0,1,1,1
2730,46,44,13,13,15,13,11.00,10.50,0,0,0,0,1,1,1
2731,47,44,15,14,16,14,12.00,11.50,2,0,0,0,1,1,1
2732,48,44,12,12,14,12,10.00,9.50,1,0,0,0,1,1,1
2733,49,44,13,13,16,13,11.00,10.50,2,0,0,0,1,1,1
2734,50,44,16,14,18,14,12.00,11.50,3,0,0,0,1,1,1
2735,51,44,6,12,13,12,10.00,9.50,3,0,0,0,1,1,1
2736,52,44,12,13,16,13,11.00,10.50,2,0,0,0,1,1,1
2737,4,45,13,13,17,13,11.00,10.50,0,0,0,0,1,1,1
2738,5,45,12,14,17,14,12.00,11.50,1,0,0,0,1,1,1
2739,6,45,12,12,15,12,10.00,9.50,2,0,0,0,1,1,1
2740,7,45,14,13,14,13,11.00,10.50,4,0,0,0,1,1,1
2741,8,45,13,14,16,14,12.00,11.50,3,0,0,0,1,1,1
2742,9,45,10,12,17,12,10.00,9.50,1,0,0,0,1,1,1
2743,10,45,14,13,15,13,11.00,10.50,0,0,0,0,1,1,1
2744,11,45,15,14,14,14,12.00,11.50,1,0,0,0,1,1,1
2745,12,45,13,12,12,12,10.00,9.50,2,0,0,0,1,1,1
2746,13,45,12,13,16,13,11.00,10.50,3,0,0,0,1,1,1
2747,14,45,17,14,15,14,12.00,11.50,1,0,0,0,1,1,1
2748,15,45,7,12,14,12,10.00,9.50,2,0,0,0,1,1,1
2749,16,45,7,13,15,13,11.00,10.50,3,0,0,0,1,1,1
2750,17,45,9,14,16,14,12.00,11.50,3,0,0,0,1,1,1
2751,18,45,6,12,17,12,10.00,9.50,4,0,0,0,1,1,1
2752,19,45,15,13,16,13,11.00,10.50,0,0,0,0,1,1,1
2753,20,45,16,14,17,14,12.00,11.50,2,0,0,0,1,1,1
2754,21,45,10,12,15,12,10.00,9.50,3,0,0,0,1,1,1
2755,22,45,10,13,16,13,11.00,10.50,1,0,0,0,1,1,1
2756,23,45,12,14,16,14,12.00,11.50,4,0,0,0,1,1,1
2757,24,45,14,12,17,12,10.00,9.50,3,0,0,0,1,1,1
2758,25,45,12,13,15,13,11.00,10.50,3,0,0,0,1,1,1
2759,26,45,14,14,19,14,12.00,11.50,4,0,0,0,1,1,1
2760,28,45,14,13,13,13,11.00,10.50,2,0,0,0,1,1,1
